nhs_england_region,date,new_deaths_with_positive_test,cumulative_deaths_with_positive_test,new_deaths_without_positive_test,cumulative_deaths_without_positive_test,new_deaths_total,cumulative_deaths_total,data_subject_to_change
North East And Yorkshire,2022-03-24,17,17994,1,997,18,18991,FALSE
North East And Yorkshire,2022-03-25,23,18017,1,998,24,19015,FALSE
North East And Yorkshire,2022-03-26,22,18039,0,998,22,19037,FALSE
North East And Yorkshire,2022-03-27,16,18055,2,1000,18,19055,FALSE
North East And Yorkshire,2022-03-28,22,18077,1,1001,23,19078,FALSE
North East And Yorkshire,2022-03-29,28,18105,0,1001,28,19106,FALSE
North East And Yorkshire,2022-03-30,23,18128,1,1002,24,19130,FALSE
North East And Yorkshire,2022-03-31,21,18149,0,1002,21,19151,FALSE
North East And Yorkshire,2022-04-01,30,18179,0,1002,30,19181,FALSE
North East And Yorkshire,2022-04-02,29,18208,1,1003,30,19211,FALSE
North East And Yorkshire,2022-04-03,19,18227,0,1003,19,19230,FALSE
North East And Yorkshire,2022-04-04,21,18248,1,1004,22,19252,FALSE
North East And Yorkshire,2022-04-05,27,18275,1,1005,28,19280,FALSE
North East And Yorkshire,2022-04-06,30,18305,0,1005,30,19310,FALSE
North East And Yorkshire,2022-04-07,15,18320,1,1006,16,19326,FALSE
North East And Yorkshire,2022-04-08,23,18343,2,1008,25,19351,FALSE
North East And Yorkshire,2022-04-09,31,18374,0,1008,31,19382,FALSE
North East And Yorkshire,2022-04-10,31,18405,3,1011,34,19416,FALSE
North East And Yorkshire,2022-04-11,28,18433,0,1011,28,19444,FALSE
North East And Yorkshire,2022-04-12,22,18455,0,1011,22,19466,FALSE
North East And Yorkshire,2022-04-13,31,18486,0,1011,31,19497,FALSE
North East And Yorkshire,2022-04-14,29,18515,0,1011,29,19526,FALSE
North East And Yorkshire,2022-04-15,24,18539,1,1012,25,19551,FALSE
North East And Yorkshire,2022-04-16,27,18566,1,1013,28,19579,FALSE
North East And Yorkshire,2022-04-17,28,18594,3,1016,31,19610,FALSE
North East And Yorkshire,2022-04-18,20,18614,0,1016,20,19630,FALSE
North East And Yorkshire,2022-04-19,23,18637,2,1018,25,19655,FALSE
North East And Yorkshire,2022-04-20,19,18656,0,1018,19,19674,FALSE
North East And Yorkshire,2022-04-21,21,18677,0,1018,21,19695,FALSE
North East And Yorkshire,2022-04-22,16,18693,0,1018,16,19711,FALSE
North East And Yorkshire,2022-04-23,20,18713,2,1020,22,19733,FALSE
North East And Yorkshire,2022-04-24,14,18727,0,1020,14,19747,FALSE
North East And Yorkshire,2022-04-25,20,18747,0,1020,20,19767,FALSE
North East And Yorkshire,2022-04-26,24,18771,0,1020,24,19791,FALSE
North East And Yorkshire,2022-04-27,20,18791,1,1021,21,19812,FALSE
North East And Yorkshire,2022-04-28,19,18810,0,1021,19,19831,FALSE
North East And Yorkshire,2022-04-29,13,18823,0,1021,13,19844,FALSE
North East And Yorkshire,2022-04-30,17,18840,0,1021,17,19861,FALSE
North East And Yorkshire,2022-05-01,14,18854,0,1021,14,19875,FALSE
North East And Yorkshire,2022-05-02,13,18867,2,1023,15,19890,FALSE
North East And Yorkshire,2022-05-03,15,18882,1,1024,16,19906,FALSE
North East And Yorkshire,2022-05-04,18,18900,1,1025,19,19925,FALSE
North East And Yorkshire,2022-05-05,17,18917,2,1027,19,19944,FALSE
North East And Yorkshire,2022-05-06,13,18930,1,1028,14,19958,FALSE
North East And Yorkshire,2022-05-07,11,18941,1,1029,12,19970,FALSE
North East And Yorkshire,2022-05-08,14,18955,2,1031,16,19986,FALSE
North East And Yorkshire,2022-05-09,12,18967,0,1031,12,19998,FALSE
North East And Yorkshire,2022-05-10,5,18972,1,1032,6,20004,FALSE
North East And Yorkshire,2022-05-11,18,18990,0,1032,18,20022,FALSE
North East And Yorkshire,2022-05-12,12,19002,0,1032,12,20034,FALSE
North East And Yorkshire,2022-05-13,11,19013,0,1032,11,20045,FALSE
North East And Yorkshire,2022-05-14,15,19028,0,1032,15,20060,FALSE
North East And Yorkshire,2022-05-15,8,19036,1,1033,9,20069,FALSE
North East And Yorkshire,2022-05-16,11,19047,1,1034,12,20081,FALSE
North East And Yorkshire,2022-05-17,10,19057,1,1035,11,20092,FALSE
North East And Yorkshire,2022-05-18,7,19064,0,1035,7,20099,FALSE
North East And Yorkshire,2022-05-19,7,19071,0,1035,7,20106,FALSE
North East And Yorkshire,2022-05-20,9,19080,0,1035,9,20115,FALSE
North East And Yorkshire,2022-05-21,7,19087,0,1035,7,20122,FALSE
North East And Yorkshire,2022-05-22,7,19094,0,1035,7,20129,FALSE
North East And Yorkshire,2022-05-23,6,19100,0,1035,6,20135,FALSE
North East And Yorkshire,2022-05-24,6,19106,1,1036,7,20142,FALSE
North East And Yorkshire,2022-05-25,4,19110,0,1036,4,20146,FALSE
North East And Yorkshire,2022-05-26,5,19115,0,1036,5,20151,FALSE
North East And Yorkshire,2022-05-27,8,19123,0,1036,8,20159,FALSE
North East And Yorkshire,2022-05-28,6,19129,0,1036,6,20165,FALSE
North East And Yorkshire,2022-05-29,4,19133,0,1036,4,20169,FALSE
North East And Yorkshire,2022-05-30,11,19144,1,1037,12,20181,FALSE
North East And Yorkshire,2022-05-31,4,19148,0,1037,4,20185,FALSE
North East And Yorkshire,2022-06-01,10,19158,1,1038,11,20196,FALSE
North East And Yorkshire,2022-06-02,2,19160,0,1038,2,20198,FALSE
North East And Yorkshire,2022-06-03,5,19165,0,1038,5,20203,FALSE
North East And Yorkshire,2022-06-04,5,19170,1,1039,6,20209,FALSE
North East And Yorkshire,2022-06-05,2,19172,0,1039,2,20211,FALSE
North East And Yorkshire,2022-06-06,5,19177,0,1039,5,20216,FALSE
North East And Yorkshire,2022-06-07,11,19188,0,1039,11,20227,FALSE
North East And Yorkshire,2022-06-08,4,19192,0,1039,4,20231,FALSE
North East And Yorkshire,2022-06-09,4,19196,0,1039,4,20235,FALSE
North East And Yorkshire,2022-06-10,7,19203,0,1039,7,20242,FALSE
North East And Yorkshire,2022-06-11,3,19206,1,1040,4,20246,FALSE
North East And Yorkshire,2022-06-12,2,19208,1,1041,3,20249,FALSE
North East And Yorkshire,2022-06-13,5,19213,1,1042,6,20255,FALSE
North East And Yorkshire,2022-06-14,3,19216,1,1043,4,20259,FALSE
North East And Yorkshire,2022-06-15,6,19222,2,1045,8,20267,FALSE
North East And Yorkshire,2022-06-16,10,19232,0,1045,10,20277,FALSE
North East And Yorkshire,2022-06-17,5,19237,1,1046,6,20283,FALSE
North East And Yorkshire,2022-06-18,6,19243,0,1046,6,20289,FALSE
North East And Yorkshire,2022-06-19,1,19244,0,1046,1,20290,FALSE
North East And Yorkshire,2022-06-20,7,19251,0,1046,7,20297,FALSE
North East And Yorkshire,2022-06-21,6,19257,1,1047,7,20304,FALSE
North East And Yorkshire,2022-06-22,6,19263,0,1047,6,20310,FALSE
North East And Yorkshire,2022-06-23,10,19273,0,1047,10,20320,TRUE
North East And Yorkshire,2022-06-24,0,19273,0,1047,0,20320,TRUE
North East And Yorkshire,2022-06-25,2,19275,0,1047,2,20322,TRUE
North East And Yorkshire,2022-06-26,3,19278,0,1047,3,20325,TRUE
North East And Yorkshire,2022-06-27,1,19279,0,1047,1,20326,TRUE
North West,2020-02-29,0,0,0,0,0,0,FALSE
North West,2020-03-01,0,0,0,0,0,0,FALSE
North West,2020-03-02,0,0,0,0,0,0,FALSE
North West,2020-03-03,0,0,0,0,0,0,FALSE
North West,2020-03-04,0,0,0,0,0,0,FALSE
North West,2020-03-05,1,1,0,0,1,1,FALSE
North West,2020-03-06,0,1,0,0,0,1,FALSE
North West,2020-03-07,0,1,0,0,0,1,FALSE
North West,2020-03-08,1,2,0,0,1,2,FALSE
North West,2020-03-09,0,2,0,0,0,2,FALSE
North West,2020-03-10,0,2,0,0,0,2,FALSE
North West,2020-03-11,0,2,0,0,0,2,FALSE
North West,2020-03-12,2,4,0,0,2,4,FALSE
North West,2020-03-13,3,7,0,0,3,7,FALSE
North West,2020-03-14,1,8,0,0,1,8,FALSE
North West,2020-03-15,4,12,0,0,4,12,FALSE
North West,2020-03-16,2,14,0,0,2,14,FALSE
North West,2020-03-17,4,18,0,0,4,18,FALSE
North West,2020-03-18,6,24,0,0,6,24,FALSE
North West,2020-03-19,7,31,0,0,7,31,FALSE
North West,2020-03-20,10,41,0,0,10,41,FALSE
North West,2020-03-21,11,52,0,0,11,52,FALSE
North West,2020-03-22,13,65,0,0,13,65,FALSE
North West,2020-03-23,15,80,0,0,15,80,FALSE
North West,2020-03-24,21,101,0,0,21,101,FALSE
North West,2020-03-25,21,122,0,0,21,122,FALSE
North West,2020-03-26,29,151,0,0,29,151,FALSE
North West,2020-03-27,36,187,0,0,36,187,FALSE
North West,2020-03-28,28,215,0,0,28,215,FALSE
North West,2020-03-29,46,261,0,0,46,261,FALSE
North West,2020-03-30,67,328,0,0,67,328,FALSE
North West,2020-03-31,52,380,0,0,52,380,FALSE
North West,2020-04-01,86,466,0,0,86,466,FALSE
North West,2020-04-02,96,562,0,0,96,562,FALSE
North West,2020-04-03,95,657,0,0,95,657,FALSE
North West,2020-04-04,98,755,0,0,98,755,FALSE
North West,2020-04-05,102,857,0,0,102,857,FALSE
North West,2020-04-06,100,957,0,0,100,957,FALSE
North West,2020-04-07,136,1093,0,0,136,1093,FALSE
North West,2020-04-08,127,1220,0,0,127,1220,FALSE
North West,2020-04-09,119,1339,0,0,119,1339,FALSE
North West,2020-04-10,117,1456,0,0,117,1456,FALSE
North West,2020-04-11,139,1595,0,0,139,1595,FALSE
North West,2020-04-12,125,1720,0,0,125,1720,FALSE
North West,2020-04-13,130,1850,0,0,130,1850,FALSE
North West,2020-04-14,130,1980,1,1,131,1981,FALSE
North West,2020-04-15,114,2094,0,1,114,2095,FALSE
North West,2020-04-16,135,2229,0,1,135,2230,FALSE
North West,2020-04-17,98,2327,0,1,98,2328,FALSE
North West,2020-04-18,114,2441,0,1,114,2442,FALSE
North West,2020-04-19,71,2512,0,1,71,2513,FALSE
North West,2020-04-20,83,2595,0,1,83,2596,FALSE
North West,2020-04-21,76,2671,1,2,77,2673,FALSE
North West,2020-04-22,87,2758,0,2,87,2760,FALSE
North West,2020-04-23,85,2843,0,2,85,2845,FALSE
North West,2020-04-24,67,2910,3,5,70,2915,FALSE
North West,2020-04-25,67,2977,4,9,71,2986,FALSE
North West,2020-04-26,55,3032,2,11,57,3043,FALSE
North West,2020-04-27,54,3086,2,13,56,3099,FALSE
North West,2020-04-28,57,3143,2,15,59,3158,FALSE
North West,2020-04-29,64,3207,5,20,69,3227,FALSE
North West,2020-04-30,60,3267,4,24,64,3291,FALSE
North West,2020-05-01,45,3312,3,27,48,3339,FALSE
North West,2020-05-02,56,3368,1,28,57,3396,FALSE
North West,2020-05-03,55,3423,3,31,58,3454,FALSE
North West,2020-05-04,48,3471,4,35,52,3506,FALSE
North West,2020-05-05,49,3520,2,37,51,3557,FALSE
North West,2020-05-06,44,3564,4,41,48,3605,FALSE
North West,2020-05-07,50,3614,10,51,60,3665,FALSE
North West,2020-05-08,43,3657,5,56,48,3713,FALSE
North West,2020-05-09,31,3688,0,56,31,3744,FALSE
North West,2020-05-10,42,3730,3,59,45,3789,FALSE
North West,2020-05-11,35,3765,3,62,38,3827,FALSE
North West,2020-05-12,38,3803,2,64,40,3867,FALSE
North West,2020-05-13,25,3828,1,65,26,3893,FALSE
North West,2020-05-14,26,3854,5,70,31,3924,FALSE
North West,2020-05-15,33,3887,4,74,37,3961,FALSE
North West,2020-05-16,32,3919,0,74,32,3993,FALSE
North West,2020-05-17,24,3943,2,76,26,4019,FALSE
North West,2020-05-18,31,3974,1,77,32,4051,FALSE
North West,2020-05-19,35,4009,3,80,38,4089,FALSE
North West,2020-05-20,27,4036,3,83,30,4119,FALSE
North West,2020-05-21,28,4064,5,88,33,4152,FALSE
North West,2020-05-22,26,4090,2,90,28,4180,FALSE
North West,2020-05-23,31,4121,4,94,35,4215,FALSE
North West,2020-05-24,26,4147,3,97,29,4244,FALSE
North West,2020-05-25,31,4178,4,101,35,4279,FALSE
North West,2020-05-26,27,4205,3,104,30,4309,FALSE
North West,2020-05-27,27,4232,1,105,28,4337,FALSE
North West,2020-05-28,29,4261,1,106,30,4367,FALSE
North West,2020-05-29,20,4281,2,108,22,4389,FALSE
North West,2020-05-30,19,4300,1,109,20,4409,FALSE
North West,2020-05-31,13,4313,1,110,14,4423,FALSE
North West,2020-06-01,12,4325,0,110,12,4435,FALSE
North West,2020-06-02,27,4352,1,111,28,4463,FALSE
North West,2020-06-03,22,4374,3,114,25,4488,FALSE
North West,2020-06-04,22,4396,0,114,22,4510,FALSE
North West,2020-06-05,16,4412,1,115,17,4527,FALSE
North West,2020-06-06,26,4438,0,115,26,4553,FALSE
North West,2020-06-07,20,4458,1,116,21,4574,FALSE
North West,2020-06-08,23,4481,0,116,23,4597,FALSE
North West,2020-06-09,17,4498,0,116,17,4614,FALSE
North West,2020-06-10,16,4514,5,121,21,4635,FALSE
North West,2020-06-11,16,4530,0,121,16,4651,FALSE
North West,2020-06-12,11,4541,1,122,12,4663,FALSE
North West,2020-06-13,10,4551,0,122,10,4673,FALSE
North West,2020-06-14,15,4566,0,122,15,4688,FALSE
North West,2020-06-15,16,4582,1,123,17,4705,FALSE
North West,2020-06-16,16,4598,1,124,17,4722,FALSE
North West,2020-06-17,13,4611,1,125,14,4736,FALSE
North West,2020-06-18,14,4625,1,126,15,4751,FALSE
North West,2020-06-19,7,4632,0,126,7,4758,FALSE
North West,2020-06-20,11,4643,1,127,12,4770,FALSE
North West,2020-06-21,8,4651,0,127,8,4778,FALSE
North West,2020-06-22,11,4662,1,128,12,4790,FALSE
North West,2020-06-23,13,4675,1,129,14,4804,FALSE
North West,2020-06-24,13,4688,1,130,14,4818,FALSE
North West,2020-06-25,15,4703,0,130,15,4833,FALSE
North West,2020-06-26,6,4709,2,132,8,4841,FALSE
North West,2020-06-27,7,4716,0,132,7,4848,FALSE
North West,2020-06-28,9,4725,0,132,9,4857,FALSE
North West,2020-06-29,9,4734,0,132,9,4866,FALSE
North West,2020-06-30,7,4741,1,133,8,4874,FALSE
North West,2020-07-01,3,4744,3,136,6,4880,FALSE
North West,2020-07-02,6,4750,3,139,9,4889,FALSE
North West,2020-07-03,7,4757,0,139,7,4896,FALSE
North West,2020-07-04,4,4761,1,140,5,4901,FALSE
North West,2020-07-05,6,4767,0,140,6,4907,FALSE
North West,2020-07-06,9,4776,0,140,9,4916,FALSE
North West,2020-07-07,8,4784,0,140,8,4924,FALSE
North West,2020-07-08,5,4789,2,142,7,4931,FALSE
North West,2020-07-09,10,4799,1,143,11,4942,FALSE
North West,2020-07-10,2,4801,0,143,2,4944,FALSE
North West,2020-07-11,5,4806,0,143,5,4949,FALSE
North West,2020-07-12,0,4806,1,144,1,4950,FALSE
North West,2020-07-13,6,4812,1,145,7,4957,FALSE
North West,2020-07-14,4,4816,0,145,4,4961,FALSE
North West,2020-07-15,5,4821,1,146,6,4967,FALSE
North West,2020-07-16,2,4823,3,149,5,4972,FALSE
North West,2020-07-17,4,4827,2,151,6,4978,FALSE
North West,2020-07-18,5,4832,0,151,5,4983,FALSE
North West,2020-07-19,3,4835,0,151,3,4986,FALSE
North West,2020-07-20,0,4835,2,153,2,4988,FALSE
North West,2020-07-21,2,4837,2,155,4,4992,FALSE
North West,2020-07-22,3,4840,0,155,3,4995,FALSE
North West,2020-07-23,3,4843,4,159,7,5002,FALSE
North West,2020-07-24,1,4844,0,159,1,5003,FALSE
North West,2020-07-25,1,4845,2,161,3,5006,FALSE
North West,2020-07-26,3,4848,1,162,4,5010,FALSE
North West,2020-07-27,1,4849,1,163,2,5012,FALSE
North West,2020-07-28,1,4850,2,165,3,5015,FALSE
North West,2020-07-29,2,4852,0,165,2,5017,FALSE
North West,2020-07-30,2,4854,0,165,2,5019,FALSE
North West,2020-07-31,0,4854,1,166,1,5020,FALSE
North West,2020-08-01,2,4856,1,167,3,5023,FALSE
North West,2020-08-02,1,4857,0,167,1,5024,FALSE
North West,2020-08-03,8,4865,0,167,8,5032,FALSE
North West,2020-08-04,3,4868,2,169,5,5037,FALSE
North West,2020-08-05,2,4870,0,169,2,5039,FALSE
North West,2020-08-06,2,4872,2,171,4,5043,FALSE
North West,2020-08-07,2,4874,0,171,2,5045,FALSE
North West,2020-08-08,2,4876,0,171,2,5047,FALSE
North West,2020-08-09,3,4879,1,172,4,5051,FALSE
North West,2020-08-10,2,4881,0,172,2,5053,FALSE
North West,2020-08-11,3,4884,0,172,3,5056,FALSE
North West,2020-08-12,0,4884,2,174,2,5058,FALSE
North West,2020-08-13,2,4886,0,174,2,5060,FALSE
North West,2020-08-14,2,4888,2,176,4,5064,FALSE
North West,2020-08-15,6,4894,1,177,7,5071,FALSE
North West,2020-08-16,2,4896,2,179,4,5075,FALSE
North West,2020-08-17,1,4897,2,181,3,5078,FALSE
North West,2020-08-18,2,4899,0,181,2,5080,FALSE
North West,2020-08-19,1,4900,0,181,1,5081,FALSE
North West,2020-08-20,1,4901,1,182,2,5083,FALSE
North West,2020-08-21,4,4905,0,182,4,5087,FALSE
North West,2020-08-22,3,4908,0,182,3,5090,FALSE
North West,2020-08-23,5,4913,1,183,6,5096,FALSE
North West,2020-08-24,4,4917,0,183,4,5100,FALSE
North West,2020-08-25,3,4920,3,186,6,5106,FALSE
North West,2020-08-26,4,4924,0,186,4,5110,FALSE
North West,2020-08-27,1,4925,0,186,1,5111,FALSE
North West,2020-08-28,2,4927,0,186,2,5113,FALSE
North West,2020-08-29,0,4927,0,186,0,5113,FALSE
North West,2020-08-30,2,4929,0,186,2,5115,FALSE
North West,2020-08-31,3,4932,1,187,4,5119,FALSE
North West,2020-09-01,0,4932,1,188,1,5120,FALSE
North West,2020-09-02,2,4934,0,188,2,5122,FALSE
North West,2020-09-03,1,4935,0,188,1,5123,FALSE
North West,2020-09-04,3,4938,0,188,3,5126,FALSE
North West,2020-09-05,6,4944,0,188,6,5132,FALSE
North West,2020-09-06,1,4945,2,190,3,5135,FALSE
North West,2020-09-07,8,4953,0,190,8,5143,FALSE
North West,2020-09-08,6,4959,0,190,6,5149,FALSE
North West,2020-09-09,5,4964,0,190,5,5154,FALSE
North West,2020-09-10,5,4969,0,190,5,5159,FALSE
North West,2020-09-11,1,4970,1,191,2,5161,FALSE
North West,2020-09-12,4,4974,1,192,5,5166,FALSE
North West,2020-09-13,2,4976,1,193,3,5169,FALSE
North West,2020-09-14,4,4980,1,194,5,5174,FALSE
North West,2020-09-15,4,4984,0,194,4,5178,FALSE
North West,2020-09-16,6,4990,1,195,7,5185,FALSE
North West,2020-09-17,7,4997,1,196,8,5193,FALSE
North West,2020-09-18,6,5003,0,196,6,5199,FALSE
North West,2020-09-19,3,5006,1,197,4,5203,FALSE
North West,2020-09-20,2,5008,1,198,3,5206,FALSE
North West,2020-09-21,2,5010,0,198,2,5208,FALSE
North West,2020-09-22,9,5019,1,199,10,5218,FALSE
North West,2020-09-23,14,5033,3,202,17,5235,FALSE
North West,2020-09-24,10,5043,1,203,11,5246,FALSE
North West,2020-09-25,8,5051,0,203,8,5254,FALSE
North West,2020-09-26,14,5065,3,206,17,5271,FALSE
North West,2020-09-27,11,5076,2,208,13,5284,FALSE
North West,2020-09-28,15,5091,2,210,17,5301,FALSE
North West,2020-09-29,12,5103,4,214,16,5317,FALSE
North West,2020-09-30,17,5120,3,217,20,5337,FALSE
North West,2020-10-01,17,5137,1,218,18,5355,FALSE
North West,2020-10-02,20,5157,2,220,22,5377,FALSE
North West,2020-10-03,15,5172,0,220,15,5392,FALSE
North West,2020-10-04,15,5187,3,223,18,5410,FALSE
North West,2020-10-05,15,5202,2,225,17,5427,FALSE
North West,2020-10-06,20,5222,2,227,22,5449,FALSE
North West,2020-10-07,20,5242,3,230,23,5472,FALSE
North West,2020-10-08,22,5264,1,231,23,5495,FALSE
North West,2020-10-09,24,5288,4,235,28,5523,FALSE
North West,2020-10-10,31,5319,0,235,31,5554,FALSE
North West,2020-10-11,31,5350,1,236,32,5586,FALSE
North West,2020-10-12,35,5385,0,236,35,5621,FALSE
North West,2020-10-13,26,5411,1,237,27,5648,FALSE
North West,2020-10-14,35,5446,0,237,35,5683,FALSE
North West,2020-10-15,36,5482,1,238,37,5720,FALSE
North West,2020-10-16,34,5516,3,241,37,5757,FALSE
North West,2020-10-17,52,5568,4,245,56,5813,FALSE
North West,2020-10-18,40,5608,1,246,41,5854,FALSE
North West,2020-10-19,43,5651,2,248,45,5899,FALSE
North West,2020-10-20,48,5699,3,251,51,5950,FALSE
North West,2020-10-21,51,5750,3,254,54,6004,FALSE
North West,2020-10-22,49,5799,0,254,49,6053,FALSE
North West,2020-10-23,50,5849,3,257,53,6106,FALSE
North West,2020-10-24,51,5900,10,267,61,6167,FALSE
North West,2020-10-25,63,5963,6,273,69,6236,FALSE
North West,2020-10-26,53,6016,4,277,57,6293,FALSE
North West,2020-10-27,49,6065,1,278,50,6343,FALSE
North West,2020-10-28,57,6122,2,280,59,6402,FALSE
North West,2020-10-29,74,6196,4,284,78,6480,FALSE
North West,2020-10-30,73,6269,4,288,77,6557,FALSE
North West,2020-10-31,63,6332,4,292,67,6624,FALSE
North West,2020-11-01,76,6408,1,293,77,6701,FALSE
North West,2020-11-02,65,6473,3,296,68,6769,FALSE
North West,2020-11-03,77,6550,4,300,81,6850,FALSE
North West,2020-11-04,64,6614,3,303,67,6917,FALSE
North West,2020-11-05,67,6681,4,307,71,6988,FALSE
North West,2020-11-06,76,6757,2,309,78,7066,FALSE
North West,2020-11-07,79,6836,1,310,80,7146,FALSE
North West,2020-11-08,83,6919,4,314,87,7233,FALSE
North West,2020-11-09,82,7001,5,319,87,7320,FALSE
North West,2020-11-10,68,7069,4,323,72,7392,FALSE
North West,2020-11-11,62,7131,3,326,65,7457,FALSE
North West,2020-11-12,64,7195,3,329,67,7524,FALSE
North West,2020-11-13,81,7276,6,335,87,7611,FALSE
North West,2020-11-14,62,7338,1,336,63,7674,FALSE
North West,2020-11-15,75,7413,1,337,76,7750,FALSE
North West,2020-11-16,74,7487,5,342,79,7829,FALSE
North West,2020-11-17,73,7560,2,344,75,7904,FALSE
North West,2020-11-18,71,7631,5,349,76,7980,FALSE
North West,2020-11-19,67,7698,4,353,71,8051,FALSE
North West,2020-11-20,52,7750,6,359,58,8109,FALSE
North West,2020-11-21,68,7818,4,363,72,8181,FALSE
North West,2020-11-22,52,7870,5,368,57,8238,FALSE
North West,2020-11-23,54,7924,3,371,57,8295,FALSE
North West,2020-11-24,64,7988,5,376,69,8364,FALSE
North West,2020-11-25,65,8053,2,378,67,8431,FALSE
North West,2020-11-26,53,8106,2,380,55,8486,FALSE
North West,2020-11-27,51,8157,3,383,54,8540,FALSE
North West,2020-11-28,46,8203,6,389,52,8592,FALSE
North West,2020-11-29,54,8257,3,392,57,8649,FALSE
North West,2020-11-30,48,8305,3,395,51,8700,FALSE
North West,2020-12-01,53,8358,7,402,60,8760,FALSE
North West,2020-12-02,48,8406,5,407,53,8813,FALSE
North West,2020-12-03,47,8453,3,410,50,8863,FALSE
North West,2020-12-04,48,8501,3,413,51,8914,FALSE
North West,2020-12-05,37,8538,3,416,40,8954,FALSE
North West,2020-12-06,43,8581,4,420,47,9001,FALSE
North West,2020-12-07,50,8631,4,424,54,9055,FALSE
North West,2020-12-08,49,8680,5,429,54,9109,FALSE
North West,2020-12-09,48,8728,5,434,53,9162,FALSE
North West,2020-12-10,49,8777,1,435,50,9212,FALSE
North West,2020-12-11,41,8818,5,440,46,9258,FALSE
North West,2020-12-12,48,8866,3,443,51,9309,FALSE
North West,2020-12-13,42,8908,2,445,44,9353,FALSE
North West,2020-12-14,51,8959,3,448,54,9407,FALSE
North West,2020-12-15,34,8993,3,451,37,9444,FALSE
North West,2020-12-16,41,9034,2,453,43,9487,FALSE
North West,2020-12-17,26,9060,3,456,29,9516,FALSE
North West,2020-12-18,47,9107,3,459,50,9566,FALSE
North West,2020-12-19,45,9152,2,461,47,9613,FALSE
North West,2020-12-20,37,9189,4,465,41,9654,FALSE
North West,2020-12-21,51,9240,4,469,55,9709,FALSE
North West,2020-12-22,52,9292,3,472,55,9764,FALSE
North West,2020-12-23,50,9342,2,474,52,9816,FALSE
North West,2020-12-24,58,9400,4,478,62,9878,FALSE
North West,2020-12-25,52,9452,0,478,52,9930,FALSE
North West,2020-12-26,56,9508,5,483,61,9991,FALSE
North West,2020-12-27,50,9558,2,485,52,10043,FALSE
North West,2020-12-28,48,9606,3,488,51,10094,FALSE
North West,2020-12-29,49,9655,3,491,52,10146,FALSE
North West,2020-12-30,49,9704,4,495,53,10199,FALSE
North West,2020-12-31,62,9766,4,499,66,10265,FALSE
North West,2021-01-01,54,9820,3,502,57,10322,FALSE
North West,2021-01-02,55,9875,7,509,62,10384,FALSE
North West,2021-01-03,57,9932,2,511,59,10443,FALSE
North West,2021-01-04,51,9983,3,514,54,10497,FALSE
North West,2021-01-05,56,10039,6,520,62,10559,FALSE
North West,2021-01-06,69,10108,4,524,73,10632,FALSE
North West,2021-01-07,61,10169,5,529,66,10698,FALSE
North West,2021-01-08,65,10234,1,530,66,10764,FALSE
North West,2021-01-09,70,10304,4,534,74,10838,FALSE
North West,2021-01-10,66,10370,5,539,71,10909,FALSE
North West,2021-01-11,79,10449,3,542,82,10991,FALSE
North West,2021-01-12,66,10515,4,546,70,11061,FALSE
North West,2021-01-13,85,10600,6,552,91,11152,FALSE
North West,2021-01-14,93,10693,7,559,100,11252,FALSE
North West,2021-01-15,87,10780,2,561,89,11341,FALSE
North West,2021-01-16,83,10863,4,565,87,11428,FALSE
North West,2021-01-17,81,10944,6,571,87,11515,FALSE
