nhs_england_region,date,new_deaths_with_positive_test,cumulative_deaths_with_positive_test,new_deaths_without_positive_test,cumulative_deaths_without_positive_test,new_deaths_total,cumulative_deaths_total,data_subject_to_change
South East,2021-02-12,44,10695,4,575,48,11270,FALSE
South East,2021-02-13,35,10730,6,581,41,11311,FALSE
South East,2021-02-14,43,10773,10,591,53,11364,FALSE
South East,2021-02-15,51,10824,4,595,55,11419,FALSE
South East,2021-02-16,40,10864,4,599,44,11463,FALSE
South East,2021-02-17,35,10899,8,607,43,11506,FALSE
South East,2021-02-18,41,10940,8,615,49,11555,FALSE
South East,2021-02-19,39,10979,10,625,49,11604,FALSE
South East,2021-02-20,34,11013,6,631,40,11644,FALSE
South East,2021-02-21,35,11048,3,634,38,11682,FALSE
South East,2021-02-22,31,11079,3,637,34,11716,FALSE
South East,2021-02-23,29,11108,9,646,38,11754,FALSE
South East,2021-02-24,27,11135,6,652,33,11787,FALSE
South East,2021-02-25,27,11162,11,663,38,11825,FALSE
South East,2021-02-26,21,11183,7,670,28,11853,FALSE
South East,2021-02-27,24,11207,3,673,27,11880,FALSE
South East,2021-02-28,14,11221,4,677,18,11898,FALSE
South East,2021-03-01,21,11242,6,683,27,11925,FALSE
South East,2021-03-02,20,11262,6,689,26,11951,FALSE
South East,2021-03-03,18,11280,4,693,22,11973,FALSE
South East,2021-03-04,24,11304,3,696,27,12000,FALSE
South East,2021-03-05,18,11322,3,699,21,12021,FALSE
South East,2021-03-06,14,11336,2,701,16,12037,FALSE
South East,2021-03-07,11,11347,8,709,19,12056,FALSE
South East,2021-03-08,10,11357,4,713,14,12070,FALSE
South East,2021-03-09,13,11370,4,717,17,12087,FALSE
South East,2021-03-10,11,11381,4,721,15,12102,FALSE
South East,2021-03-11,12,11393,3,724,15,12117,FALSE
South East,2021-03-12,13,11406,1,725,14,12131,FALSE
South East,2021-03-13,8,11414,3,728,11,12142,FALSE
South East,2021-03-14,10,11424,3,731,13,12155,FALSE
South East,2021-03-15,9,11433,5,736,14,12169,FALSE
South East,2021-03-16,12,11445,1,737,13,12182,FALSE
South East,2021-03-17,5,11450,4,741,9,12191,FALSE
South East,2021-03-18,6,11456,3,744,9,12200,FALSE
South East,2021-03-19,9,11465,2,746,11,12211,FALSE
South East,2021-03-20,6,11471,2,748,8,12219,FALSE
South East,2021-03-21,2,11473,2,750,4,12223,FALSE
South East,2021-03-22,6,11479,4,754,10,12233,FALSE
South East,2021-03-23,3,11482,2,756,5,12238,FALSE
South East,2021-03-24,8,11490,1,757,9,12247,FALSE
South East,2021-03-25,5,11495,3,760,8,12255,FALSE
South East,2021-03-26,4,11499,1,761,5,12260,FALSE
South East,2021-03-27,2,11501,2,763,4,12264,FALSE
South East,2021-03-28,2,11503,2,765,4,12268,FALSE
South East,2021-03-29,4,11507,1,766,5,12273,FALSE
South East,2021-03-30,3,11510,1,767,4,12277,FALSE
South East,2021-03-31,5,11515,0,767,5,12282,FALSE
South East,2021-04-01,2,11517,3,770,5,12287,FALSE
South East,2021-04-02,4,11521,2,772,6,12293,FALSE
South East,2021-04-03,2,11523,0,772,2,12295,FALSE
South East,2021-04-04,2,11525,0,772,2,12297,FALSE
South East,2021-04-05,1,11526,2,774,3,12300,FALSE
South East,2021-04-06,3,11529,1,775,4,12304,FALSE
South East,2021-04-07,3,11532,2,777,5,12309,FALSE
South East,2021-04-08,4,11536,1,778,5,12314,FALSE
South East,2021-04-09,0,11536,0,778,0,12314,FALSE
South East,2021-04-10,2,11538,1,779,3,12317,FALSE
South East,2021-04-11,0,11538,1,780,1,12318,FALSE
South East,2021-04-12,3,11541,1,781,4,12322,FALSE
South East,2021-04-13,2,11543,0,781,2,12324,FALSE
South East,2021-04-14,3,11546,0,781,3,12327,FALSE
South East,2021-04-15,1,11547,0,781,1,12328,FALSE
South East,2021-04-16,0,11547,0,781,0,12328,FALSE
South East,2021-04-17,1,11548,2,783,3,12331,FALSE
South East,2021-04-18,1,11549,0,783,1,12332,FALSE
South East,2021-04-19,0,11549,1,784,1,12333,FALSE
South East,2021-04-20,2,11551,3,787,5,12338,FALSE
South East,2021-04-21,0,11551,1,788,1,12339,FALSE
South East,2021-04-22,0,11551,1,789,1,12340,FALSE
South East,2021-04-23,1,11552,0,789,1,12341,FALSE
South East,2021-04-24,1,11553,1,790,2,12343,FALSE
South East,2021-04-25,3,11556,1,791,4,12347,FALSE
South East,2021-04-26,0,11556,0,791,0,12347,FALSE
South East,2021-04-27,0,11556,1,792,1,12348,FALSE
South East,2021-04-28,0,11556,1,793,1,12349,FALSE
South East,2021-04-29,2,11558,0,793,2,12351,FALSE
South East,2021-04-30,2,11560,0,793,2,12353,FALSE
South East,2021-05-01,0,11560,0,793,0,12353,FALSE
South East,2021-05-02,1,11561,2,795,3,12356,FALSE
South East,2021-05-03,1,11562,1,796,2,12358,FALSE
South East,2021-05-04,1,11563,1,797,2,12360,FALSE
South East,2021-05-05,0,11563,1,798,1,12361,FALSE
South East,2021-05-06,0,11563,0,798,0,12361,FALSE
South East,2021-05-07,0,11563,1,799,1,12362,FALSE
South East,2021-05-08,2,11565,0,799,2,12364,FALSE
South East,2021-05-09,1,11566,0,799,1,12365,FALSE
South East,2021-05-10,0,11566,0,799,0,12365,FALSE
South East,2021-05-11,1,11567,0,799,1,12366,FALSE
South East,2021-05-12,0,11567,0,799,0,12366,FALSE
South East,2021-05-13,0,11567,0,799,0,12366,FALSE
South East,2021-05-14,0,11567,2,801,2,12368,FALSE
South East,2021-05-15,0,11567,0,801,0,12368,FALSE
South East,2021-05-16,0,11567,0,801,0,12368,FALSE
South East,2021-05-17,0,11567,0,801,0,12368,FALSE
South East,2021-05-18,2,11569,0,801,2,12370,FALSE
South East,2021-05-19,0,11569,0,801,0,12370,FALSE
South East,2021-05-20,1,11570,0,801,1,12371,FALSE
South East,2021-05-21,0,11570,1,802,1,12372,FALSE
South East,2021-05-22,0,11570,0,802,0,12372,FALSE
South East,2021-05-23,0,11570,1,803,1,12373,FALSE
South East,2021-05-24,0,11570,1,804,1,12374,FALSE
South East,2021-05-25,0,11570,1,805,1,12375,FALSE
South East,2021-05-26,0,11570,0,805,0,12375,FALSE
South East,2021-05-27,0,11570,0,805,0,12375,FALSE
South East,2021-05-28,0,11570,1,806,1,12376,FALSE
South East,2021-05-29,0,11570,0,806,0,12376,FALSE
South East,2021-05-30,0,11570,0,806,0,12376,FALSE
South East,2021-05-31,0,11570,0,806,0,12376,FALSE
South East,2021-06-01,0,11570,0,806,0,12376,FALSE
South East,2021-06-02,0,11570,1,807,1,12377,FALSE
South East,2021-06-03,0,11570,0,807,0,12377,FALSE
South East,2021-06-04,0,11570,0,807,0,12377,FALSE
South East,2021-06-05,0,11570,0,807,0,12377,FALSE
South East,2021-06-06,0,11570,0,807,0,12377,FALSE
South East,2021-06-07,0,11570,0,807,0,12377,FALSE
South East,2021-06-08,2,11572,0,807,2,12379,FALSE
South East,2021-06-09,1,11573,1,808,2,12381,FALSE
South East,2021-06-10,3,11576,0,808,3,12384,FALSE
South East,2021-06-11,0,11576,2,810,2,12386,FALSE
South East,2021-06-12,0,11576,0,810,0,12386,FALSE
South East,2021-06-13,2,11578,0,810,2,12388,FALSE
South East,2021-06-14,0,11578,0,810,0,12388,FALSE
South East,2021-06-15,0,11578,0,810,0,12388,FALSE
South East,2021-06-16,0,11578,0,810,0,12388,FALSE
South East,2021-06-17,1,11579,0,810,1,12389,FALSE
South East,2021-06-18,0,11579,0,810,0,12389,FALSE
South East,2021-06-19,0,11579,0,810,0,12389,FALSE
South East,2021-06-20,1,11580,0,810,1,12390,FALSE
South East,2021-06-21,0,11580,0,810,0,12390,FALSE
South East,2021-06-22,0,11580,1,811,1,12391,FALSE
South East,2021-06-23,0,11580,0,811,0,12391,FALSE
South East,2021-06-24,1,11581,1,812,2,12393,FALSE
South East,2021-06-25,3,11584,1,813,4,12397,FALSE
South East,2021-06-26,2,11586,1,814,3,12400,FALSE
South East,2021-06-27,0,11586,0,814,0,12400,FALSE
South East,2021-06-28,0,11586,0,814,0,12400,FALSE
South East,2021-06-29,0,11586,0,814,0,12400,FALSE
South East,2021-06-30,0,11586,0,814,0,12400,FALSE
South East,2021-07-01,1,11587,0,814,1,12401,FALSE
South East,2021-07-02,1,11588,0,814,1,12402,FALSE
South East,2021-07-03,2,11590,0,814,2,12404,FALSE
South East,2021-07-04,1,11591,0,814,1,12405,FALSE
South East,2021-07-05,2,11593,0,814,2,12407,FALSE
South East,2021-07-06,1,11594,0,814,1,12408,FALSE
South East,2021-07-07,1,11595,0,814,1,12409,FALSE
South East,2021-07-08,1,11596,1,815,2,12411,FALSE
South East,2021-07-09,1,11597,0,815,1,12412,FALSE
South East,2021-07-10,1,11598,0,815,1,12413,FALSE
South East,2021-07-11,0,11598,0,815,0,12413,FALSE
South East,2021-07-12,2,11600,1,816,3,12416,FALSE
South East,2021-07-13,0,11600,0,816,0,12416,FALSE
South East,2021-07-14,1,11601,0,816,1,12417,FALSE
South East,2021-07-15,2,11603,0,816,2,12419,FALSE
South East,2021-07-16,2,11605,0,816,2,12421,FALSE
South East,2021-07-17,2,11607,0,816,2,12423,FALSE
South East,2021-07-18,1,11608,0,816,1,12424,FALSE
South East,2021-07-19,6,11614,0,816,6,12430,FALSE
South East,2021-07-20,2,11616,0,816,2,12432,FALSE
South East,2021-07-21,4,11620,0,816,4,12436,FALSE
South East,2021-07-22,2,11622,0,816,2,12438,FALSE
South East,2021-07-23,4,11626,0,816,4,12442,FALSE
South East,2021-07-24,2,11628,1,817,3,12445,FALSE
South East,2021-07-25,5,11633,0,817,5,12450,FALSE
South East,2021-07-26,3,11636,1,818,4,12454,FALSE
South East,2021-07-27,3,11639,0,818,3,12457,FALSE
South East,2021-07-28,9,11648,0,818,9,12466,FALSE
South East,2021-07-29,6,11654,1,819,7,12473,FALSE
South East,2021-07-30,6,11660,1,820,7,12480,FALSE
South East,2021-07-31,4,11664,1,821,5,12485,FALSE
South East,2021-08-01,3,11667,0,821,3,12488,FALSE
South East,2021-08-02,7,11674,0,821,7,12495,FALSE
South East,2021-08-03,3,11677,0,821,3,12498,FALSE
South East,2021-08-04,1,11678,0,821,1,12499,FALSE
South East,2021-08-05,3,11681,0,821,3,12502,FALSE
South East,2021-08-06,9,11690,0,821,9,12511,FALSE
South East,2021-08-07,3,11693,0,821,3,12514,FALSE
South East,2021-08-08,6,11699,2,823,8,12522,FALSE
South East,2021-08-09,2,11701,1,824,3,12525,FALSE
South East,2021-08-10,0,11701,0,824,0,12525,FALSE
South East,2021-08-11,4,11705,1,825,5,12530,FALSE
South East,2021-08-12,4,11709,0,825,4,12534,FALSE
South East,2021-08-13,3,11712,2,827,5,12539,FALSE
South East,2021-08-14,1,11713,0,827,1,12540,FALSE
South East,2021-08-15,5,11718,3,830,8,12548,FALSE
South East,2021-08-16,7,11725,1,831,8,12556,FALSE
South East,2021-08-17,13,11738,0,831,13,12569,FALSE
South East,2021-08-18,6,11744,0,831,6,12575,FALSE
South East,2021-08-19,8,11752,2,833,10,12585,FALSE
South East,2021-08-20,8,11760,2,835,10,12595,FALSE
South East,2021-08-21,5,11765,0,835,5,12600,FALSE
South East,2021-08-22,11,11776,1,836,12,12612,FALSE
South East,2021-08-23,6,11782,0,836,6,12618,FALSE
South East,2021-08-24,7,11789,0,836,7,12625,FALSE
South East,2021-08-25,8,11797,2,838,10,12635,FALSE
South East,2021-08-26,5,11802,1,839,6,12641,FALSE
South East,2021-08-27,7,11809,1,840,8,12649,FALSE
South East,2021-08-28,8,11817,1,841,9,12658,FALSE
South East,2021-08-29,8,11825,0,841,8,12666,FALSE
South East,2021-08-30,6,11831,2,843,8,12674,FALSE
South East,2021-08-31,2,11833,2,845,4,12678,FALSE
South East,2021-09-01,6,11839,1,846,7,12685,FALSE
South East,2021-09-02,5,11844,0,846,5,12690,FALSE
South East,2021-09-03,11,11855,1,847,12,12702,FALSE
South East,2021-09-04,12,11867,0,847,12,12714,FALSE
South East,2021-09-05,12,11879,1,848,13,12727,FALSE
South East,2021-09-06,10,11889,2,850,12,12739,FALSE
South East,2021-09-07,15,11904,2,852,17,12756,FALSE
South East,2021-09-08,12,11916,0,852,12,12768,FALSE
South East,2021-09-09,11,11927,0,852,11,12779,FALSE
South East,2021-09-10,11,11938,2,854,13,12792,FALSE
South East,2021-09-11,8,11946,2,856,10,12802,FALSE
South East,2021-09-12,7,11953,2,858,9,12811,FALSE
South East,2021-09-13,7,11960,1,859,8,12819,FALSE
South East,2021-09-14,4,11964,2,861,6,12825,FALSE
South East,2021-09-15,11,11975,0,861,11,12836,FALSE
South East,2021-09-16,8,11983,0,861,8,12844,FALSE
South East,2021-09-17,8,11991,0,861,8,12852,FALSE
South East,2021-09-18,10,12001,1,862,11,12863,FALSE
South East,2021-09-19,9,12010,3,865,12,12875,FALSE
South East,2021-09-20,4,12014,1,866,5,12880,FALSE
South East,2021-09-21,9,12023,2,868,11,12891,FALSE
South East,2021-09-22,5,12028,1,869,6,12897,FALSE
South East,2021-09-23,5,12033,1,870,6,12903,FALSE
South East,2021-09-24,7,12040,1,871,8,12911,FALSE
South East,2021-09-25,6,12046,0,871,6,12917,FALSE
South East,2021-09-26,7,12053,1,872,8,12925,FALSE
South East,2021-09-27,4,12057,1,873,5,12930,FALSE
South East,2021-09-28,4,12061,1,874,5,12935,FALSE
South East,2021-09-29,8,12069,1,875,9,12944,FALSE
South East,2021-09-30,4,12073,3,878,7,12951,FALSE
South East,2021-10-01,5,12078,0,878,5,12956,FALSE
South East,2021-10-02,3,12081,1,879,4,12960,FALSE
South East,2021-10-03,7,12088,0,879,7,12967,FALSE
South East,2021-10-04,3,12091,1,880,4,12971,FALSE
South East,2021-10-05,4,12095,0,880,4,12975,FALSE
South East,2021-10-06,5,12100,0,880,5,12980,FALSE
South East,2021-10-07,5,12105,1,881,6,12986,FALSE
South East,2021-10-08,3,12108,0,881,3,12989,FALSE
South East,2021-10-09,4,12112,0,881,4,12993,FALSE
South East,2021-10-10,8,12120,0,881,8,13001,FALSE
South East,2021-10-11,6,12126,0,881,6,13007,FALSE
South East,2021-10-12,3,12129,0,881,3,13010,FALSE
South East,2021-10-13,6,12135,0,881,6,13016,FALSE
South East,2021-10-14,10,12145,0,881,10,13026,FALSE
South East,2021-10-15,11,12156,1,882,12,13038,FALSE
South East,2021-10-16,6,12162,2,884,8,13046,FALSE
South East,2021-10-17,6,12168,1,885,7,13053,FALSE
South East,2021-10-18,5,12173,1,886,6,13059,FALSE
South East,2021-10-19,10,12183,1,887,11,13070,FALSE
South East,2021-10-20,7,12190,1,888,8,13078,FALSE
South East,2021-10-21,6,12196,2,890,8,13086,FALSE
South East,2021-10-22,6,12202,0,890,6,13092,FALSE
South East,2021-10-23,14,12216,0,890,14,13106,FALSE
South East,2021-10-24,4,12220,2,892,6,13112,FALSE
South East,2021-10-25,9,12229,0,892,9,13121,FALSE
South East,2021-10-26,11,12240,0,892,11,13132,FALSE
South East,2021-10-27,13,12253,2,894,15,13147,FALSE
South East,2021-10-28,16,12269,1,895,17,13164,FALSE
South East,2021-10-29,11,12280,2,897,13,13177,FALSE
South East,2021-10-30,19,12299,1,898,20,13197,FALSE
South East,2021-10-31,13,12312,2,900,15,13212,FALSE
South East,2021-11-01,16,12328,0,900,16,13228,FALSE
South East,2021-11-02,14,12342,1,901,15,13243,FALSE
South East,2021-11-03,9,12351,1,902,10,13253,FALSE
South East,2021-11-04,10,12361,1,903,11,13264,FALSE
South East,2021-11-05,16,12377,0,903,16,13280,FALSE
South East,2021-11-06,13,12390,0,903,13,13293,FALSE
South East,2021-11-07,12,12402,2,905,14,13307,FALSE
South East,2021-11-08,14,12416,0,905,14,13321,FALSE
South East,2021-11-09,11,12427,2,907,13,13334,FALSE
South East,2021-11-10,15,12442,0,907,15,13349,FALSE
South East,2021-11-11,10,12452,0,907,10,13359,FALSE
South East,2021-11-12,11,12463,0,907,11,13370,FALSE
South East,2021-11-13,11,12474,1,908,12,13382,FALSE
South East,2021-11-14,8,12482,1,909,9,13391,FALSE
South East,2021-11-15,11,12493,0,909,11,13402,FALSE
South East,2021-11-16,11,12504,1,910,12,13414,FALSE
South East,2021-11-17,15,12519,0,910,15,13429,FALSE
South East,2021-11-18,6,12525,1,911,7,13436,FALSE
South East,2021-11-19,11,12536,1,912,12,13448,FALSE
South East,2021-11-20,8,12544,0,912,8,13456,FALSE
South East,2021-11-21,7,12551,0,912,7,13463,FALSE
South East,2021-11-22,11,12562,0,912,11,13474,FALSE
South East,2021-11-23,9,12571,1,913,10,13484,FALSE
South East,2021-11-24,14,12585,0,913,14,13498,FALSE
South East,2021-11-25,9,12594,2,915,11,13509,FALSE
South East,2021-11-26,10,12604,0,915,10,13519,FALSE
South East,2021-11-27,8,12612,1,916,9,13528,FALSE
South East,2021-11-28,8,12620,0,916,8,13536,FALSE
South East,2021-11-29,6,12626,1,917,7,13543,FALSE
South East,2021-11-30,15,12641,0,917,15,13558,FALSE
South East,2021-12-01,12,12653,1,918,13,13571,FALSE
South East,2021-12-02,11,12664,3,921,14,13585,FALSE
South East,2021-12-03,13,12677,0,921,13,13598,FALSE
South East,2021-12-04,12,12689,1,922,13,13611,FALSE
South East,2021-12-05,8,12697,0,922,8,13619,FALSE
South East,2021-12-06,10,12707,0,922,10,13629,FALSE
South East,2021-12-07,8,12715,5,927,13,13642,FALSE
South East,2021-12-08,11,12726,2,929,13,13655,FALSE
South East,2021-12-09,14,12740,0,929,14,13669,FALSE
South East,2021-12-10,11,12751,1,930,12,13681,FALSE
South East,2021-12-11,6,12757,0,930,6,13687,FALSE
South East,2021-12-12,9,12766,0,930,9,13696,FALSE
South East,2021-12-13,6,12772,1,931,7,13703,FALSE
South East,2021-12-14,17,12789,4,935,21,13724,FALSE
South East,2021-12-15,10,12799,0,935,10,13734,FALSE
South East,2021-12-16,13,12812,1,936,14,13748,FALSE
South East,2021-12-17,10,12822,1,937,11,13759,FALSE
South East,2021-12-18,9,12831,1,938,10,13769,FALSE
South East,2021-12-19,11,12842,1,939,12,13781,FALSE
South East,2021-12-20,6,12848,0,939,6,13787,FALSE
South East,2021-12-21,10,12858,1,940,11,13798,FALSE
South East,2021-12-22,8,12866,1,941,9,13807,FALSE
South East,2021-12-23,10,12876,2,943,12,13819,FALSE
South East,2021-12-24,6,12882,1,944,7,13826,FALSE
South East,2021-12-25,12,12894,1,945,13,13839,FALSE
South East,2021-12-26,7,12901,0,945,7,13846,FALSE
South East,2021-12-27,15,12916,0,945,15,13861,FALSE
South East,2021-12-28,8,12924,2,947,10,13871,FALSE
South East,2021-12-29,8,12932,2,949,10,13881,FALSE
South East,2021-12-30,11,12943,2,951,13,13894,FALSE
South East,2021-12-31,9,12952,1,952,10,13904,FALSE
South East,2022-01-01,11,12963,2,954,13,13917,FALSE
South East,2022-01-02,8,12971,2,956,10,13927,FALSE
South East,2022-01-03,15,12986,1,957,16,13943,FALSE
South East,2022-01-04,18,13004,2,959,20,13963,FALSE
South East,2022-01-05,16,13020,2,961,18,13981,FALSE
South East,2022-01-06,10,13030,1,962,11,13992,FALSE
South East,2022-01-07,16,13046,0,962,16,14008,FALSE
South East,2022-01-08,11,13057,2,964,13,14021,FALSE
South East,2022-01-09,17,13074,0,964,17,14038,FALSE
South East,2022-01-10,13,13087,1,965,14,14052,FALSE
South East,2022-01-11,9,13096,0,965,9,14061,FALSE
South East,2022-01-12,19,13115,1,966,20,14081,FALSE
South East,2022-01-13,16,13131,1,967,17,14098,FALSE
South East,2022-01-14,12,13143,1,968,13,14111,FALSE
South East,2022-01-15,22,13165,1,969,23,14134,FALSE
South East,2022-01-16,12,13177,1,970,13,14147,FALSE
South East,2022-01-17,20,13197,1,971,21,14168,FALSE
South East,2022-01-18,19,13216,1,972,20,14188,FALSE
South East,2022-01-19,17,13233,0,972,17,14205,FALSE
South East,2022-01-20,16,13249,2,974,18,14223,FALSE
South East,2022-01-21,16,13265,2,976,18,14241,FALSE
South East,2022-01-22,20,13285,2,978,22,14263,FALSE
South East,2022-01-23,7,13292,0,978,7,14270,FALSE
South East,2022-01-24,19,13311,2,980,21,14291,FALSE
South East,2022-01-25,12,13323,1,981,13,14304,FALSE
South East,2022-01-26,13,13336,2,983,15,14319,FALSE
South East,2022-01-27,14,13350,4,987,18,14337,FALSE
South East,2022-01-28,17,13367,0,987,17,14354,FALSE
South East,2022-01-29,17,13384,0,987,17,14371,FALSE
South East,2022-01-30,14,13398,2,989,16,14387,FALSE
South East,2022-01-31,22,13420,1,990,23,14410,FALSE
South East,2022-02-01,15,13435,1,991,16,14426,FALSE
South East,2022-02-02,22,13457,0,991,22,14448,FALSE
South East,2022-02-03,14,13471,0,991,14,14462,FALSE
South East,2022-02-04,12,13483,0,991,12,14474,FALSE
South East,2022-02-05,15,13498,1,992,16,14490,FALSE
South East,2022-02-06,19,13517,2,994,21,14511,FALSE
South East,2022-02-07,15,13532,2,996,17,14528,FALSE
South East,2022-02-08,23,13555,2,998,25,14553,FALSE
South East,2022-02-09,16,13571,0,998,16,14569,FALSE
South East,2022-02-10,17,13588,2,1000,19,14588,FALSE
South East,2022-02-11,14,13602,0,1000,14,14602,FALSE
South East,2022-02-12,26,13628,2,1002,28,14630,FALSE
South East,2022-02-13,15,13643,1,1003,16,14646,FALSE
South East,2022-02-14,13,13656,1,1004,14,14660,FALSE
South East,2022-02-15,21,13677,0,1004,21,14681,FALSE
South East,2022-02-16,5,13682,0,1004,5,14686,FALSE
South East,2022-02-17,14,13696,0,1004,14,14700,FALSE
South East,2022-02-18,13,13709,1,1005,14,14714,FALSE
South East,2022-02-19,22,13731,0,1005,22,14736,FALSE
South East,2022-02-20,21,13752,1,1006,22,14758,FALSE
South East,2022-02-21,11,13763,0,1006,11,14769,FALSE
South East,2022-02-22,5,13768,4,1010,9,14778,FALSE
South East,2022-02-23,17,13785,0,1010,17,14795,FALSE
South East,2022-02-24,13,13798,2,1012,15,14810,FALSE
South East,2022-02-25,13,13811,0,1012,13,14823,FALSE
South East,2022-02-26,17,13828,1,1013,18,14841,FALSE
South East,2022-02-27,10,13838,2,1015,12,14853,FALSE
South East,2022-02-28,12,13850,1,1016,13,14866,FALSE
South East,2022-03-01,8,13858,2,1018,10,14876,FALSE
South East,2022-03-02,18,13876,3,1021,21,14897,FALSE
South East,2022-03-03,16,13892,1,1022,17,14914,FALSE
South East,2022-03-04,10,13902,1,1023,11,14925,FALSE
South East,2022-03-05,12,13914,0,1023,12,14937,FALSE
South East,2022-03-06,9,13923,1,1024,10,14947,FALSE
South East,2022-03-07,12,13935,1,1025,13,14960,FALSE
South East,2022-03-08,13,13948,1,1026,14,14974,FALSE
South East,2022-03-09,14,13962,0,1026,14,14988,FALSE
South East,2022-03-10,15,13977,1,1027,16,15004,FALSE
South East,2022-03-11,11,13988,0,1027,11,15015,FALSE
South East,2022-03-12,11,13999,0,1027,11,15026,FALSE
South East,2022-03-13,16,14015,0,1027,16,15042,FALSE
South East,2022-03-14,19,14034,1,1028,20,15062,FALSE
South East,2022-03-15,14,14048,0,1028,14,15076,FALSE
South East,2022-03-16,14,14062,2,1030,16,15092,FALSE
South East,2022-03-17,21,14083,1,1031,22,15114,FALSE
South East,2022-03-18,15,14098,0,1031,15,15129,FALSE
South East,2022-03-19,14,14112,1,1032,15,15144,FALSE
South East,2022-03-20,20,14132,1,1033,21,15165,FALSE
South East,2022-03-21,11,14143,1,1034,12,15177,FALSE
South East,2022-03-22,24,14167,2,1036,26,15203,FALSE
South East,2022-03-23,16,14183,0,1036,16,15219,FALSE
South East,2022-03-24,18,14201,1,1037,19,15238,FALSE
South East,2022-03-25,16,14217,0,1037,16,15254,FALSE
South East,2022-03-26,20,14237,1,1038,21,15275,FALSE
South East,2022-03-27,21,14258,0,1038,21,15296,FALSE
South East,2022-03-28,13,14271,0,1038,13,15309,FALSE
South East,2022-03-29,17,14288,0,1038,17,15326,FALSE
South East,2022-03-30,17,14305,2,1040,19,15345,FALSE
South East,2022-03-31,16,14321,0,1040,16,15361,FALSE
South East,2022-04-01,20,14341,2,1042,22,15383,FALSE
South East,2022-04-02,25,14366,2,1044,27,15410,FALSE
South East,2022-04-03,21,14387,1,1045,22,15432,FALSE
South East,2022-04-04,20,14407,0,1045,20,15452,FALSE
South East,2022-04-05,24,14431,3,1048,27,15479,FALSE
South East,2022-04-06,28,14459,1,1049,29,15508,FALSE
South East,2022-04-07,24,14483,0,1049,24,15532,FALSE
South East,2022-04-08,29,14512,2,1051,31,15563,FALSE
South East,2022-04-09,30,14542,1,1052,31,15594,FALSE
South East,2022-04-10,32,14574,2,1054,34,15628,FALSE
South East,2022-04-11,15,14589,3,1057,18,15646,FALSE
South East,2022-04-12,22,14611,1,1058,23,15669,FALSE
South East,2022-04-13,15,14626,1,1059,16,15685,FALSE
South East,2022-04-14,20,14646,3,1062,23,15708,FALSE
South East,2022-04-15,20,14666,2,1064,22,15730,FALSE
South East,2022-04-16,24,14690,1,1065,25,15755,FALSE
South East,2022-04-17,18,14708,0,1065,18,15773,FALSE
South East,2022-04-18,21,14729,0,1065,21,15794,FALSE
South East,2022-04-19,15,14744,0,1065,15,15809,FALSE
South East,2022-04-20,22,14766,2,1067,24,15833,FALSE
