nhs_england_region,date,new_deaths_with_positive_test,cumulative_deaths_with_positive_test,new_deaths_without_positive_test,cumulative_deaths_without_positive_test,new_deaths_total,cumulative_deaths_total,data_subject_to_change
South East,2022-04-21,19,14785,2,1069,21,15854,FALSE
South East,2022-04-22,18,14803,1,1070,19,15873,FALSE
South East,2022-04-23,16,14819,2,1072,18,15891,FALSE
South East,2022-04-24,17,14836,2,1074,19,15910,FALSE
South East,2022-04-25,20,14856,0,1074,20,15930,FALSE
South East,2022-04-26,19,14875,0,1074,19,15949,FALSE
South East,2022-04-27,13,14888,0,1074,13,15962,FALSE
South East,2022-04-28,14,14902,1,1075,15,15977,FALSE
South East,2022-04-29,14,14916,2,1077,16,15993,FALSE
South East,2022-04-30,12,14928,3,1080,15,16008,FALSE
South East,2022-05-01,10,14938,1,1081,11,16019,FALSE
South East,2022-05-02,7,14945,2,1083,9,16028,FALSE
South East,2022-05-03,8,14953,2,1085,10,16038,FALSE
South East,2022-05-04,12,14965,1,1086,13,16051,FALSE
South East,2022-05-05,12,14977,1,1087,13,16064,FALSE
South East,2022-05-06,17,14994,2,1089,19,16083,FALSE
South East,2022-05-07,12,15006,1,1090,13,16096,FALSE
South East,2022-05-08,15,15021,1,1091,16,16112,FALSE
South East,2022-05-09,11,15032,1,1092,12,16124,FALSE
South East,2022-05-10,10,15042,1,1093,11,16135,FALSE
South East,2022-05-11,9,15051,0,1093,9,16144,FALSE
South East,2022-05-12,9,15060,2,1095,11,16155,FALSE
South East,2022-05-13,10,15070,2,1097,12,16167,FALSE
South East,2022-05-14,5,15075,1,1098,6,16173,FALSE
South East,2022-05-15,5,15080,1,1099,6,16179,FALSE
South East,2022-05-16,3,15083,1,1100,4,16183,FALSE
South East,2022-05-17,6,15089,1,1101,7,16190,FALSE
South East,2022-05-18,4,15093,0,1101,4,16194,FALSE
South East,2022-05-19,6,15099,0,1101,6,16200,FALSE
South East,2022-05-20,4,15103,2,1103,6,16206,FALSE
South East,2022-05-21,7,15110,1,1104,8,16214,FALSE
South East,2022-05-22,7,15117,0,1104,7,16221,FALSE
South East,2022-05-23,5,15122,2,1106,7,16228,FALSE
South East,2022-05-24,6,15128,1,1107,7,16235,FALSE
South East,2022-05-25,6,15134,0,1107,6,16241,FALSE
South East,2022-05-26,3,15137,0,1107,3,16244,FALSE
South East,2022-05-27,5,15142,1,1108,6,16250,FALSE
South East,2022-05-28,9,15151,0,1108,9,16259,FALSE
South East,2022-05-29,3,15154,0,1108,3,16262,FALSE
South East,2022-05-30,5,15159,0,1108,5,16267,FALSE
South East,2022-05-31,7,15166,0,1108,7,16274,FALSE
South East,2022-06-01,1,15167,0,1108,1,16275,FALSE
South East,2022-06-02,4,15171,1,1109,5,16280,FALSE
South East,2022-06-03,4,15175,1,1110,5,16285,FALSE
South East,2022-06-04,4,15179,0,1110,4,16289,FALSE
South East,2022-06-05,4,15183,0,1110,4,16293,FALSE
South East,2022-06-06,10,15193,0,1110,10,16303,FALSE
South East,2022-06-07,1,15194,0,1110,1,16304,FALSE
South East,2022-06-08,4,15198,0,1110,4,16308,FALSE
South East,2022-06-09,1,15199,1,1111,2,16310,FALSE
South East,2022-06-10,6,15205,1,1112,7,16317,FALSE
South East,2022-06-11,7,15212,0,1112,7,16324,FALSE
South East,2022-06-12,2,15214,0,1112,2,16326,FALSE
South East,2022-06-13,4,15218,0,1112,4,16330,FALSE
South East,2022-06-14,6,15224,1,1113,7,16337,FALSE
South East,2022-06-15,5,15229,0,1113,5,16342,FALSE
South East,2022-06-16,4,15233,0,1113,4,16346,FALSE
South East,2022-06-17,9,15242,0,1113,9,16355,FALSE
South East,2022-06-18,4,15246,0,1113,4,16359,FALSE
South East,2022-06-19,5,15251,0,1113,5,16364,FALSE
South East,2022-06-20,6,15257,0,1113,6,16370,FALSE
South East,2022-06-21,5,15262,0,1113,5,16375,FALSE
South East,2022-06-22,5,15267,0,1113,5,16380,FALSE
South East,2022-06-23,5,15272,0,1113,5,16385,TRUE
South East,2022-06-24,0,15272,0,1113,0,16385,TRUE
South East,2022-06-25,2,15274,0,1113,2,16387,TRUE
South East,2022-06-26,4,15278,0,1113,4,16391,TRUE
South East,2022-06-27,4,15282,0,1113,4,16395,TRUE
South West,2020-02-29,0,0,0,0,0,0,FALSE
South West,2020-03-01,0,0,0,0,0,0,FALSE
South West,2020-03-02,0,0,0,0,0,0,FALSE
South West,2020-03-03,0,0,0,0,0,0,FALSE
South West,2020-03-04,0,0,0,0,0,0,FALSE
South West,2020-03-05,0,0,0,0,0,0,FALSE
South West,2020-03-06,0,0,0,0,0,0,FALSE
South West,2020-03-07,0,0,0,0,0,0,FALSE
South West,2020-03-08,0,0,0,0,0,0,FALSE
South West,2020-03-09,0,0,0,0,0,0,FALSE
South West,2020-03-10,0,0,0,0,0,0,FALSE
South West,2020-03-11,1,1,0,0,1,1,FALSE
South West,2020-03-12,0,1,0,0,0,1,FALSE
South West,2020-03-13,0,1,0,0,0,1,FALSE
South West,2020-03-14,1,2,0,0,1,2,FALSE
South West,2020-03-15,0,2,0,0,0,2,FALSE
South West,2020-03-16,0,2,0,0,0,2,FALSE
South West,2020-03-17,2,4,0,0,2,4,FALSE
South West,2020-03-18,2,6,0,0,2,6,FALSE
South West,2020-03-19,4,10,0,0,4,10,FALSE
South West,2020-03-20,3,13,0,0,3,13,FALSE
South West,2020-03-21,7,20,0,0,7,20,FALSE
South West,2020-03-22,7,27,0,0,7,27,FALSE
South West,2020-03-23,8,35,0,0,8,35,FALSE
South West,2020-03-24,7,42,0,0,7,42,FALSE
South West,2020-03-25,9,51,0,0,9,51,FALSE
South West,2020-03-26,11,62,0,0,11,62,FALSE
South West,2020-03-27,13,75,0,0,13,75,FALSE
South West,2020-03-28,21,96,0,0,21,96,FALSE
South West,2020-03-29,18,114,0,0,18,114,FALSE
South West,2020-03-30,23,137,0,0,23,137,FALSE
South West,2020-03-31,23,160,0,0,23,160,FALSE
South West,2020-04-01,21,181,0,0,21,181,FALSE
South West,2020-04-02,23,204,0,0,23,204,FALSE
South West,2020-04-03,31,235,0,0,31,235,FALSE
South West,2020-04-04,42,277,0,0,42,277,FALSE
South West,2020-04-05,32,309,0,0,32,309,FALSE
South West,2020-04-06,35,344,0,0,35,344,FALSE
South West,2020-04-07,39,383,0,0,39,383,FALSE
South West,2020-04-08,47,430,0,0,47,430,FALSE
South West,2020-04-09,24,454,0,0,24,454,FALSE
South West,2020-04-10,46,500,0,0,46,500,FALSE
South West,2020-04-11,43,543,0,0,43,543,FALSE
South West,2020-04-12,23,566,0,0,23,566,FALSE
South West,2020-04-13,28,594,0,0,28,594,FALSE
South West,2020-04-14,24,618,0,0,24,618,FALSE
South West,2020-04-15,32,650,0,0,32,650,FALSE
South West,2020-04-16,29,679,0,0,29,679,FALSE
South West,2020-04-17,33,712,0,0,33,712,FALSE
South West,2020-04-18,25,737,0,0,25,737,FALSE
South West,2020-04-19,31,768,0,0,31,768,FALSE
South West,2020-04-20,26,794,0,0,26,794,FALSE
South West,2020-04-21,26,820,0,0,26,820,FALSE
South West,2020-04-22,23,843,0,0,23,843,FALSE
South West,2020-04-23,17,860,0,0,17,860,FALSE
South West,2020-04-24,19,879,2,2,21,881,FALSE
South West,2020-04-25,15,894,1,3,16,897,FALSE
South West,2020-04-26,27,921,0,3,27,924,FALSE
South West,2020-04-27,13,934,4,7,17,941,FALSE
South West,2020-04-28,17,951,1,8,18,959,FALSE
South West,2020-04-29,15,966,0,8,15,974,FALSE
South West,2020-04-30,26,992,2,10,28,1002,FALSE
South West,2020-05-01,6,998,1,11,7,1009,FALSE
South West,2020-05-02,7,1005,0,11,7,1016,FALSE
South West,2020-05-03,10,1015,3,14,13,1029,FALSE
South West,2020-05-04,17,1032,4,18,21,1050,FALSE
South West,2020-05-05,14,1046,5,23,19,1069,FALSE
South West,2020-05-06,19,1065,1,24,20,1089,FALSE
South West,2020-05-07,16,1081,1,25,17,1106,FALSE
South West,2020-05-08,6,1087,2,27,8,1114,FALSE
South West,2020-05-09,11,1098,3,30,14,1128,FALSE
South West,2020-05-10,5,1103,3,33,8,1136,FALSE
South West,2020-05-11,8,1111,2,35,10,1146,FALSE
South West,2020-05-12,7,1118,0,35,7,1153,FALSE
South West,2020-05-13,7,1125,1,36,8,1161,FALSE
South West,2020-05-14,6,1131,2,38,8,1169,FALSE
South West,2020-05-15,4,1135,2,40,6,1175,FALSE
South West,2020-05-16,4,1139,1,41,5,1180,FALSE
South West,2020-05-17,6,1145,4,45,10,1190,FALSE
South West,2020-05-18,4,1149,0,45,4,1194,FALSE
South West,2020-05-19,6,1155,2,47,8,1202,FALSE
South West,2020-05-20,1,1156,1,48,2,1204,FALSE
South West,2020-05-21,9,1165,4,52,13,1217,FALSE
South West,2020-05-22,7,1172,3,55,10,1227,FALSE
South West,2020-05-23,6,1178,1,56,7,1234,FALSE
South West,2020-05-24,3,1181,3,59,6,1240,FALSE
South West,2020-05-25,8,1189,0,59,8,1248,FALSE
South West,2020-05-26,11,1200,0,59,11,1259,FALSE
South West,2020-05-27,5,1205,2,61,7,1266,FALSE
South West,2020-05-28,10,1215,0,61,10,1276,FALSE
South West,2020-05-29,7,1222,0,61,7,1283,FALSE
South West,2020-05-30,3,1225,0,61,3,1286,FALSE
South West,2020-05-31,2,1227,3,64,5,1291,FALSE
South West,2020-06-01,7,1234,1,65,8,1299,FALSE
South West,2020-06-02,2,1236,0,65,2,1301,FALSE
South West,2020-06-03,7,1243,4,69,11,1312,FALSE
South West,2020-06-04,2,1245,1,70,3,1315,FALSE
South West,2020-06-05,2,1247,1,71,3,1318,FALSE
South West,2020-06-06,1,1248,0,71,1,1319,FALSE
South West,2020-06-07,3,1251,0,71,3,1322,FALSE
South West,2020-06-08,3,1254,1,72,4,1326,FALSE
South West,2020-06-09,0,1254,0,72,0,1326,FALSE
South West,2020-06-10,1,1255,0,72,1,1327,FALSE
South West,2020-06-11,2,1257,1,73,3,1330,FALSE
South West,2020-06-12,2,1259,1,74,3,1333,FALSE
South West,2020-06-13,2,1261,1,75,3,1336,FALSE
South West,2020-06-14,0,1261,0,75,0,1336,FALSE
South West,2020-06-15,2,1263,0,75,2,1338,FALSE
South West,2020-06-16,2,1265,3,78,5,1343,FALSE
South West,2020-06-17,0,1265,0,78,0,1343,FALSE
South West,2020-06-18,0,1265,0,78,0,1343,FALSE
South West,2020-06-19,0,1265,1,79,1,1344,FALSE
South West,2020-06-20,2,1267,0,79,2,1346,FALSE
South West,2020-06-21,0,1267,0,79,0,1346,FALSE
South West,2020-06-22,1,1268,0,79,1,1347,FALSE
South West,2020-06-23,1,1269,0,79,1,1348,FALSE
South West,2020-06-24,1,1270,0,79,1,1349,FALSE
South West,2020-06-25,0,1270,0,79,0,1349,FALSE
South West,2020-06-26,3,1273,0,79,3,1352,FALSE
South West,2020-06-27,0,1273,0,79,0,1352,FALSE
South West,2020-06-28,0,1273,0,79,0,1352,FALSE
South West,2020-06-29,1,1274,0,79,1,1353,FALSE
South West,2020-06-30,0,1274,1,80,1,1354,FALSE
South West,2020-07-01,0,1274,0,80,0,1354,FALSE
South West,2020-07-02,0,1274,0,80,0,1354,FALSE
South West,2020-07-03,0,1274,0,80,0,1354,FALSE
South West,2020-07-04,0,1274,1,81,1,1355,FALSE
South West,2020-07-05,1,1275,0,81,1,1356,FALSE
South West,2020-07-06,0,1275,1,82,1,1357,FALSE
South West,2020-07-07,0,1275,1,83,1,1358,FALSE
South West,2020-07-08,2,1277,0,83,2,1360,FALSE
South West,2020-07-09,0,1277,0,83,0,1360,FALSE
South West,2020-07-10,1,1278,0,83,1,1361,FALSE
South West,2020-07-11,0,1278,0,83,0,1361,FALSE
South West,2020-07-12,0,1278,0,83,0,1361,FALSE
South West,2020-07-13,1,1279,0,83,1,1362,FALSE
South West,2020-07-14,0,1279,0,83,0,1362,FALSE
South West,2020-07-15,0,1279,0,83,0,1362,FALSE
South West,2020-07-16,0,1279,1,84,1,1363,FALSE
South West,2020-07-17,1,1280,0,84,1,1364,FALSE
South West,2020-07-18,0,1280,0,84,0,1364,FALSE
South West,2020-07-19,0,1280,0,84,0,1364,FALSE
South West,2020-07-20,0,1280,1,85,1,1365,FALSE
South West,2020-07-21,0,1280,0,85,0,1365,FALSE
South West,2020-07-22,0,1280,0,85,0,1365,FALSE
South West,2020-07-23,0,1280,0,85,0,1365,FALSE
South West,2020-07-24,0,1280,0,85,0,1365,FALSE
South West,2020-07-25,0,1280,0,85,0,1365,FALSE
South West,2020-07-26,0,1280,0,85,0,1365,FALSE
South West,2020-07-27,0,1280,0,85,0,1365,FALSE
South West,2020-07-28,0,1280,0,85,0,1365,FALSE
South West,2020-07-29,0,1280,0,85,0,1365,FALSE
South West,2020-07-30,1,1281,0,85,1,1366,FALSE
South West,2020-07-31,0,1281,0,85,0,1366,FALSE
South West,2020-08-01,0,1281,0,85,0,1366,FALSE
South West,2020-08-02,0,1281,0,85,0,1366,FALSE
South West,2020-08-03,0,1281,0,85,0,1366,FALSE
South West,2020-08-04,0,1281,0,85,0,1366,FALSE
South West,2020-08-05,0,1281,0,85,0,1366,FALSE
South West,2020-08-06,0,1281,0,85,0,1366,FALSE
South West,2020-08-07,0,1281,0,85,0,1366,FALSE
South West,2020-08-08,0,1281,0,85,0,1366,FALSE
South West,2020-08-09,0,1281,0,85,0,1366,FALSE
South West,2020-08-10,0,1281,0,85,0,1366,FALSE
South West,2020-08-11,0,1281,0,85,0,1366,FALSE
South West,2020-08-12,0,1281,0,85,0,1366,FALSE
South West,2020-08-13,0,1281,0,85,0,1366,FALSE
South West,2020-08-14,1,1282,0,85,1,1367,FALSE
South West,2020-08-15,0,1282,0,85,0,1367,FALSE
South West,2020-08-16,0,1282,0,85,0,1367,FALSE
South West,2020-08-17,2,1284,0,85,2,1369,FALSE
South West,2020-08-18,0,1284,0,85,0,1369,FALSE
South West,2020-08-19,0,1284,0,85,0,1369,FALSE
South West,2020-08-20,0,1284,1,86,1,1370,FALSE
South West,2020-08-21,0,1284,0,86,0,1370,FALSE
South West,2020-08-22,0,1284,0,86,0,1370,FALSE
South West,2020-08-23,0,1284,0,86,0,1370,FALSE
South West,2020-08-24,0,1284,0,86,0,1370,FALSE
South West,2020-08-25,1,1285,0,86,1,1371,FALSE
South West,2020-08-26,0,1285,0,86,0,1371,FALSE
South West,2020-08-27,1,1286,0,86,1,1372,FALSE
South West,2020-08-28,0,1286,1,87,1,1373,FALSE
South West,2020-08-29,0,1286,0,87,0,1373,FALSE
South West,2020-08-30,0,1286,0,87,0,1373,FALSE
South West,2020-08-31,0,1286,0,87,0,1373,FALSE
South West,2020-09-01,0,1286,0,87,0,1373,FALSE
South West,2020-09-02,0,1286,0,87,0,1373,FALSE
South West,2020-09-03,0,1286,1,88,1,1374,FALSE
South West,2020-09-04,0,1286,0,88,0,1374,FALSE
South West,2020-09-05,0,1286,0,88,0,1374,FALSE
South West,2020-09-06,0,1286,0,88,0,1374,FALSE
South West,2020-09-07,0,1286,0,88,0,1374,FALSE
South West,2020-09-08,1,1287,0,88,1,1375,FALSE
South West,2020-09-09,0,1287,0,88,0,1375,FALSE
South West,2020-09-10,0,1287,0,88,0,1375,FALSE
South West,2020-09-11,0,1287,0,88,0,1375,FALSE
South West,2020-09-12,0,1287,0,88,0,1375,FALSE
South West,2020-09-13,1,1288,0,88,1,1376,FALSE
South West,2020-09-14,0,1288,0,88,0,1376,FALSE
South West,2020-09-15,0,1288,1,89,1,1377,FALSE
South West,2020-09-16,0,1288,0,89,0,1377,FALSE
South West,2020-09-17,1,1289,0,89,1,1378,FALSE
South West,2020-09-18,0,1289,1,90,1,1379,FALSE
South West,2020-09-19,0,1289,0,90,0,1379,FALSE
South West,2020-09-20,1,1290,0,90,1,1380,FALSE
South West,2020-09-21,0,1290,0,90,0,1380,FALSE
South West,2020-09-22,0,1290,0,90,0,1380,FALSE
South West,2020-09-23,0,1290,0,90,0,1380,FALSE
South West,2020-09-24,1,1291,1,91,2,1382,FALSE
South West,2020-09-25,0,1291,0,91,0,1382,FALSE
South West,2020-09-26,0,1291,0,91,0,1382,FALSE
South West,2020-09-27,0,1291,0,91,0,1382,FALSE
South West,2020-09-28,0,1291,0,91,0,1382,FALSE
South West,2020-09-29,0,1291,0,91,0,1382,FALSE
South West,2020-09-30,0,1291,0,91,0,1382,FALSE
South West,2020-10-01,0,1291,0,91,0,1382,FALSE
South West,2020-10-02,1,1292,0,91,1,1383,FALSE
South West,2020-10-03,0,1292,0,91,0,1383,FALSE
South West,2020-10-04,0,1292,0,91,0,1383,FALSE
South West,2020-10-05,0,1292,0,91,0,1383,FALSE
South West,2020-10-06,1,1293,0,91,1,1384,FALSE
South West,2020-10-07,0,1293,0,91,0,1384,FALSE
South West,2020-10-08,1,1294,0,91,1,1385,FALSE
South West,2020-10-09,1,1295,0,91,1,1386,FALSE
South West,2020-10-10,0,1295,0,91,0,1386,FALSE
South West,2020-10-11,4,1299,0,91,4,1390,FALSE
South West,2020-10-12,2,1301,0,91,2,1392,FALSE
South West,2020-10-13,0,1301,0,91,0,1392,FALSE
South West,2020-10-14,3,1304,0,91,3,1395,FALSE
South West,2020-10-15,1,1305,0,91,1,1396,FALSE
South West,2020-10-16,2,1307,0,91,2,1398,FALSE
South West,2020-10-17,8,1315,0,91,8,1406,FALSE
South West,2020-10-18,2,1317,0,91,2,1408,FALSE
South West,2020-10-19,2,1319,0,91,2,1410,FALSE
South West,2020-10-20,3,1322,0,91,3,1413,FALSE
South West,2020-10-21,6,1328,0,91,6,1419,FALSE
South West,2020-10-22,6,1334,0,91,6,1425,FALSE
South West,2020-10-23,5,1339,0,91,5,1430,FALSE
South West,2020-10-24,5,1344,0,91,5,1435,FALSE
South West,2020-10-25,5,1349,0,91,5,1440,FALSE
South West,2020-10-26,7,1356,0,91,7,1447,FALSE
South West,2020-10-27,6,1362,0,91,6,1453,FALSE
South West,2020-10-28,8,1370,0,91,8,1461,FALSE
South West,2020-10-29,11,1381,0,91,11,1472,FALSE
South West,2020-10-30,8,1389,1,92,9,1481,FALSE
South West,2020-10-31,5,1394,1,93,6,1487,FALSE
South West,2020-11-01,5,1399,0,93,5,1492,FALSE
South West,2020-11-02,11,1410,0,93,11,1503,FALSE
South West,2020-11-03,7,1417,2,95,9,1512,FALSE
South West,2020-11-04,8,1425,1,96,9,1521,FALSE
South West,2020-11-05,5,1430,1,97,6,1527,FALSE
South West,2020-11-06,11,1441,0,97,11,1538,FALSE
South West,2020-11-07,10,1451,0,97,10,1548,FALSE
South West,2020-11-08,10,1461,0,97,10,1558,FALSE
South West,2020-11-09,12,1473,0,97,12,1570,FALSE
South West,2020-11-10,6,1479,0,97,6,1576,FALSE
South West,2020-11-11,13,1492,0,97,13,1589,FALSE
South West,2020-11-12,17,1509,0,97,17,1606,FALSE
South West,2020-11-13,9,1518,1,98,10,1616,FALSE
South West,2020-11-14,8,1526,0,98,8,1624,FALSE
South West,2020-11-15,16,1542,3,101,19,1643,FALSE
South West,2020-11-16,20,1562,0,101,20,1663,FALSE
South West,2020-11-17,17,1579,0,101,17,1680,FALSE
South West,2020-11-18,26,1605,0,101,26,1706,FALSE
South West,2020-11-19,15,1620,0,101,15,1721,FALSE
South West,2020-11-20,25,1645,1,102,26,1747,FALSE
South West,2020-11-21,25,1670,0,102,25,1772,FALSE
South West,2020-11-22,24,1694,2,104,26,1798,FALSE
South West,2020-11-23,14,1708,1,105,15,1813,FALSE
South West,2020-11-24,20,1728,0,105,20,1833,FALSE
South West,2020-11-25,25,1753,0,105,25,1858,FALSE
South West,2020-11-26,16,1769,0,105,16,1874,FALSE
South West,2020-11-27,21,1790,1,106,22,1896,FALSE
South West,2020-11-28,35,1825,1,107,36,1932,FALSE
South West,2020-11-29,15,1840,2,109,17,1949,FALSE
South West,2020-11-30,22,1862,1,110,23,1972,FALSE
South West,2020-12-01,19,1881,0,110,19,1991,FALSE
South West,2020-12-02,15,1896,2,112,17,2008,FALSE
South West,2020-12-03,14,1910,1,113,15,2023,FALSE
South West,2020-12-04,20,1930,1,114,21,2044,FALSE
South West,2020-12-05,17,1947,0,114,17,2061,FALSE
South West,2020-12-06,13,1960,1,115,14,2075,FALSE
South West,2020-12-07,16,1976,0,115,16,2091,FALSE
South West,2020-12-08,19,1995,0,115,19,2110,FALSE
South West,2020-12-09,22,2017,0,115,22,2132,FALSE
South West,2020-12-10,21,2038,2,117,23,2155,FALSE
South West,2020-12-11,20,2058,1,118,21,2176,FALSE
South West,2020-12-12,15,2073,5,123,20,2196,FALSE
South West,2020-12-13,19,2092,1,124,20,2216,FALSE
South West,2020-12-14,20,2112,1,125,21,2237,FALSE
South West,2020-12-15,20,2132,0,125,20,2257,FALSE
South West,2020-12-16,9,2141,1,126,10,2267,FALSE
South West,2020-12-17,26,2167,0,126,26,2293,FALSE
South West,2020-12-18,11,2178,2,128,13,2306,FALSE
South West,2020-12-19,22,2200,0,128,22,2328,FALSE
South West,2020-12-20,19,2219,0,128,19,2347,FALSE
South West,2020-12-21,22,2241,0,128,22,2369,FALSE
South West,2020-12-22,11,2252,3,131,14,2383,FALSE
South West,2020-12-23,16,2268,5,136,21,2404,FALSE
South West,2020-12-24,18,2286,0,136,18,2422,FALSE
South West,2020-12-25,19,2305,1,137,20,2442,FALSE
South West,2020-12-26,24,2329,2,139,26,2468,FALSE
South West,2020-12-27,24,2353,0,139,24,2492,FALSE
South West,2020-12-28,21,2374,1,140,22,2514,FALSE
South West,2020-12-29,20,2394,1,141,21,2535,FALSE
South West,2020-12-30,17,2411,0,141,17,2552,FALSE
South West,2020-12-31,28,2439,1,142,29,2581,FALSE
South West,2021-01-01,29,2468,4,146,33,2614,FALSE
South West,2021-01-02,25,2493,1,147,26,2640,FALSE
South West,2021-01-03,28,2521,1,148,29,2669,FALSE
South West,2021-01-04,33,2554,0,148,33,2702,FALSE
South West,2021-01-05,31,2585,1,149,32,2734,FALSE
South West,2021-01-06,27,2612,1,150,28,2762,FALSE
South West,2021-01-07,31,2643,5,155,36,2798,FALSE
South West,2021-01-08,34,2677,0,155,34,2832,FALSE
South West,2021-01-09,26,2703,2,157,28,2860,FALSE
South West,2021-01-10,34,2737,2,159,36,2896,FALSE
South West,2021-01-11,40,2777,0,159,40,2936,FALSE
South West,2021-01-12,53,2830,3,162,56,2992,FALSE
South West,2021-01-13,43,2873,1,163,44,3036,FALSE
South West,2021-01-14,39,2912,0,163,39,3075,FALSE
South West,2021-01-15,47,2959,4,167,51,3126,FALSE
South West,2021-01-16,57,3016,1,168,58,3184,FALSE
South West,2021-01-17,44,3060,2,170,46,3230,FALSE
South West,2021-01-18,47,3107,1,171,48,3278,FALSE
South West,2021-01-19,47,3154,2,173,49,3327,FALSE
South West,2021-01-20,65,3219,1,174,66,3393,FALSE
South West,2021-01-21,63,3282,2,176,65,3458,FALSE
South West,2021-01-22,62,3344,2,178,64,3522,FALSE
South West,2021-01-23,54,3398,1,179,55,3577,FALSE
South West,2021-01-24,59,3457,1,180,60,3637,FALSE
South West,2021-01-25,62,3519,2,182,64,3701,FALSE
South West,2021-01-26,47,3566,0,182,47,3748,FALSE
South West,2021-01-27,47,3613,4,186,51,3799,FALSE
South West,2021-01-28,53,3666,1,187,54,3853,FALSE
South West,2021-01-29,42,3708,1,188,43,3896,FALSE
South West,2021-01-30,39,3747,1,189,40,3936,FALSE
South West,2021-01-31,36,3783,1,190,37,3973,FALSE
South West,2021-02-01,29,3812,1,191,30,4003,FALSE
South West,2021-02-02,38,3850,1,192,39,4042,FALSE
South West,2021-02-03,32,3882,1,193,33,4075,FALSE
South West,2021-02-04,34,3916,1,194,35,4110,FALSE
South West,2021-02-05,25,3941,4,198,29,4139,FALSE
South West,2021-02-06,39,3980,2,200,41,4180,FALSE
South West,2021-02-07,36,4016,2,202,38,4218,FALSE
South West,2021-02-08,32,4048,2,204,34,4252,FALSE
South West,2021-02-09,32,4080,1,205,33,4285,FALSE
South West,2021-02-10,19,4099,1,206,20,4305,FALSE
South West,2021-02-11,20,4119,2,208,22,4327,FALSE
South West,2021-02-12,29,4148,4,212,33,4360,FALSE
South West,2021-02-13,30,4178,0,212,30,4390,FALSE
South West,2021-02-14,19,4197,4,216,23,4413,FALSE
South West,2021-02-15,22,4219,2,218,24,4437,FALSE
South West,2021-02-16,12,4231,1,219,13,4450,FALSE
South West,2021-02-17,20,4251,1,220,21,4471,FALSE
South West,2021-02-18,21,4272,2,222,23,4494,FALSE
South West,2021-02-19,19,4291,3,225,22,4516,FALSE
South West,2021-02-20,14,4305,3,228,17,4533,FALSE
South West,2021-02-21,17,4322,2,230,19,4552,FALSE
South West,2021-02-22,12,4334,1,231,13,4565,FALSE
South West,2021-02-23,6,4340,4,235,10,4575,FALSE
South West,2021-02-24,11,4351,5,240,16,4591,FALSE
South West,2021-02-25,13,4364,1,241,14,4605,FALSE
South West,2021-02-26,7,4371,1,242,8,4613,FALSE
South West,2021-02-27,7,4378,3,245,10,4623,FALSE
South West,2021-02-28,11,4389,3,248,14,4637,FALSE
South West,2021-03-01,15,4404,0,248,15,4652,FALSE
South West,2021-03-02,8,4412,0,248,8,4660,FALSE
South West,2021-03-03,3,4415,1,249,4,4664,FALSE
South West,2021-03-04,5,4420,2,251,7,4671,FALSE
South West,2021-03-05,4,4424,0,251,4,4675,FALSE
South West,2021-03-06,7,4431,2,253,9,4684,FALSE
South West,2021-03-07,1,4432,1,254,2,4686,FALSE
South West,2021-03-08,9,4441,2,256,11,4697,FALSE
South West,2021-03-09,4,4445,3,259,7,4704,FALSE
South West,2021-03-10,4,4449,2,261,6,4710,FALSE
South West,2021-03-11,3,4452,1,262,4,4714,FALSE
South West,2021-03-12,3,4455,0,262,3,4717,FALSE
South West,2021-03-13,5,4460,1,263,6,4723,FALSE
South West,2021-03-14,2,4462,2,265,4,4727,FALSE
South West,2021-03-15,3,4465,0,265,3,4730,FALSE
South West,2021-03-16,2,4467,1,266,3,4733,FALSE
South West,2021-03-17,4,4471,0,266,4,4737,FALSE
South West,2021-03-18,1,4472,0,266,1,4738,FALSE
South West,2021-03-19,3,4475,0,266,3,4741,FALSE
South West,2021-03-20,1,4476,0,266,1,4742,FALSE
South West,2021-03-21,4,4480,1,267,5,4747,FALSE
South West,2021-03-22,2,4482,0,267,2,4749,FALSE
South West,2021-03-23,2,4484,1,268,3,4752,FALSE
South West,2021-03-24,1,4485,0,268,1,4753,FALSE
South West,2021-03-25,2,4487,1,269,3,4756,FALSE
South West,2021-03-26,1,4488,1,270,2,4758,FALSE
